epoch,batch_size,embedding_dim,hidden_dim,activate_func,optimizer,learning_rate,l2_regular,dropout_rate,accuracy,precision,recall,f1
300,64,100,100,relu,sgd,0.1,0.001,0.0,0.7079439252336449,0.5832888604262283,0.5685866635415446,0.5723523816375307
100,64,100,100,relu,adam,0.1,0.001,0.0,0.7453271028037384,0.4758865248226951,0.4985058010078519,0.4358546465929016
200,64,100,100,relu,adam,0.1,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,relu,adam,0.1,0.001,0.0,0.75,0.3758782201405152,0.4984472049689441,0.42857142857142855
100,64,100,100,relu,sgd,0.01,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,relu,sgd,0.01,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,relu,sgd,0.01,0.0,0.0,0.7453271028037384,0.3752941176470588,0.4953416149068323,0.427041499330656
100,64,100,100,relu,adam,0.01,0.0,0.0,0.6635514018691588,0.5459995251661918,0.5454119301535216,0.5456877487837241
200,64,100,100,relu,adam,0.01,0.0,0.0,0.6845794392523364,0.5564449305624606,0.5498945271299661,0.5517281508204352
300,64,100,100,relu,adam,0.01,0.0,0.0,0.6635514018691588,0.5433658125827018,0.5422477440525021,0.5427350427350428
100,64,100,100,relu,sgd,0.01,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,relu,sgd,0.01,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,relu,sgd,0.01,0.001,0.0,0.75,0.3758782201405152,0.4984472049689441,0.42857142857142855
100,64,100,100,relu,adam,0.01,0.001,0.0,0.6962616822429907,0.5602197802197801,0.5481659439821868,0.5500129399585921
200,64,100,100,relu,adam,0.01,0.001,0.0,0.7242990654205608,0.5749206349206349,0.5414859955467011,0.5375091575091575
300,64,100,100,relu,adam,0.01,0.001,0.0,0.6915887850467289,0.5494168660287082,0.5387319817180358,0.539439788697949
100,64,100,100,relu,sgd,0.001,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,relu,sgd,0.001,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,relu,sgd,0.001,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,100,relu,adam,0.001,0.0,0.0,0.7266355140186916,0.6102971102971103,0.5873373959920309,0.5934036489416121
200,64,100,100,relu,adam,0.001,0.0,0.0,0.7196261682242991,0.5994139194139194,0.5795148247978437,0.5846273291925466
300,64,100,100,relu,adam,0.001,0.0,0.0,0.7266355140186916,0.6102971102971103,0.5873373959920309,0.5934036489416121
100,64,100,100,relu,sgd,0.001,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,relu,sgd,0.001,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,relu,sgd,0.001,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,100,relu,adam,0.001,0.001,0.0,0.6845794392523364,0.5615952495586584,0.5562228993320052,0.5580642940731053
200,64,100,100,relu,adam,0.001,0.001,0.0,0.7476635514018691,0.6240215924426451,0.5538497597562405,0.5491573033707865
300,64,100,100,relu,adam,0.001,0.001,0.0,0.7149532710280374,0.5915750915750916,0.5732450486347123,0.5777044513457557
100,64,100,100,tanh,sgd,0.1,0.0,0.5,0.7242990654205608,0.5861136999068033,0.5541427399507793,0.5549837868320879
200,64,100,100,tanh,sgd,0.1,0.0,0.5,0.7266355140186916,0.5820200759348833,0.5462029766787765,0.5436975479073837
300,64,100,100,tanh,sgd,0.1,0.0,0.5,0.7196261682242991,0.581526529173277,0.5542013359896871,0.5556478405315615
100,64,100,100,tanh,adam,0.1,0.0,0.5,0.2476635514018692,0.12383177570093458,0.5,0.19850187265917604
200,64,100,100,tanh,adam,0.1,0.0,0.5,0.2476635514018692,0.12383177570093458,0.5,0.19850187265917604
300,64,100,100,tanh,adam,0.1,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,100,tanh,sgd,0.1,0.001,0.5,0.7289719626168224,0.5937980030721965,0.5572483300128911,0.5584018216102751
200,64,100,100,tanh,sgd,0.1,0.001,0.5,0.7079439252336449,0.5683460498163174,0.5496015469354272,0.5510803440318859
300,64,100,100,tanh,sgd,0.1,0.001,0.5,0.7079439252336449,0.5786250786250786,0.5622582913395054,0.5656021890401838
100,64,100,100,tanh,adam,0.1,0.001,0.5,0.75,0.3758782201405152,0.4984472049689441,0.42857142857142855
200,64,100,100,tanh,adam,0.1,0.001,0.5,0.5934579439252337,0.4933918430562726,0.4924997070198055,0.4910333515582286
300,64,100,100,tanh,adam,0.1,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,100,tanh,sgd,0.01,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,tanh,sgd,0.01,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,tanh,sgd,0.01,0.0,0.5,0.7453271028037384,0.4758865248226951,0.4985058010078519,0.4358546465929016
100,64,100,100,tanh,adam,0.01,0.0,0.5,0.6869158878504673,0.5532945736434108,0.5451189499589828,0.546767820452031
200,64,100,100,tanh,adam,0.01,0.0,0.5,0.7149532710280374,0.5748626373626373,0.5510957459275753,0.5522551877894014
300,64,100,100,tanh,adam,0.01,0.0,0.5,0.7219626168224299,0.5942634532316015,0.5684108754248213,0.5726284875183554
100,64,100,100,tanh,sgd,0.01,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,tanh,sgd,0.01,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,tanh,sgd,0.01,0.001,0.5,0.7476635514018691,0.3755868544600939,0.4968944099378882,0.4278074866310161
100,64,100,100,tanh,adam,0.01,0.001,0.5,0.7149532710280374,0.5825219473264166,0.560588304230634,0.5637032085561497
200,64,100,100,tanh,adam,0.01,0.001,0.5,0.6915887850467289,0.5463429531226142,0.5355677956170163,0.5357001972386588
300,64,100,100,tanh,adam,0.01,0.001,0.5,0.6658878504672897,0.5478864824495893,0.5469647251845775,0.5473846904742536
100,64,100,100,tanh,sgd,0.001,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,tanh,sgd,0.001,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,tanh,sgd,0.001,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,100,tanh,adam,0.001,0.0,0.5,0.7219626168224299,0.5984371985336677,0.5747392476268605,0.5797100253335864
200,64,100,100,tanh,adam,0.001,0.0,0.5,0.7102803738317757,0.5881855350345411,0.57330364467362,0.5773983946999618
300,64,100,100,tanh,adam,0.001,0.0,0.5,0.7266355140186916,0.5967601652533159,0.5651880932848939,0.5686933154182062
100,64,100,100,tanh,sgd,0.001,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,tanh,sgd,0.001,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,tanh,sgd,0.001,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,100,tanh,adam,0.001,0.001,0.5,0.7266355140186916,0.6120380109535382,0.5905015820930505,0.5966004752889998
200,64,100,100,tanh,adam,0.001,0.001,0.5,0.7383177570093458,0.6125965537730244,0.5666236962381344,0.5695402298850575
300,64,100,100,tanh,adam,0.001,0.001,0.5,0.6869158878504673,0.5312849162011173,0.5229696472518458,0.5207887700534759
100,64,100,100,relu,sgd,0.1,0.0,0.5,0.7242990654205608,0.5808080808080808,0.5478143677487401,0.5464798850574712
200,64,100,100,relu,sgd,0.1,0.0,0.5,0.705607476635514,0.5532346201304424,0.5353920075002929,0.5334302325581395
300,64,100,100,relu,sgd,0.1,0.0,0.5,0.6939252336448598,0.5604475753371047,0.5497773350521504,0.5518252959561322
100,64,100,100,relu,adam,0.1,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,relu,adam,0.1,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,relu,adam,0.1,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,100,relu,sgd,0.1,0.001,0.5,0.7289719626168224,0.5662618083670715,0.528770655103715,0.5157615480649189
200,64,100,100,relu,sgd,0.1,0.001,0.5,0.7009345794392523,0.5654156698564593,0.5512715340442986,0.553396158737405
300,64,100,100,relu,sgd,0.1,0.001,0.5,0.705607476635514,0.5894148586456279,0.5796906129145669,0.5831168831168831
100,64,100,100,relu,adam,0.1,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,relu,adam,0.1,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,relu,adam,0.1,0.001,0.5,0.75,0.3758782201405152,0.4984472049689441,0.42857142857142855
100,64,100,100,relu,sgd,0.01,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,relu,sgd,0.01,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,relu,sgd,0.01,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,100,relu,adam,0.01,0.0,0.5,0.7172897196261683,0.5965144535925428,0.5779620297667878,0.5828090385467434
200,64,100,100,relu,adam,0.01,0.0,0.5,0.6962616822429907,0.5729946524064171,0.5639868744872847,0.5667611424299998
300,64,100,100,relu,adam,0.01,0.0,0.5,0.7196261682242991,0.5910614525139665,0.5668580803937654,0.5708556149732621
100,64,100,100,relu,sgd,0.01,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,relu,sgd,0.01,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,relu,sgd,0.01,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,100,relu,adam,0.01,0.001,0.5,0.6845794392523364,0.5212924298176707,0.5150884800187507,0.5109978926700462
200,64,100,100,relu,adam,0.01,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,relu,adam,0.01,0.001,0.5,0.7126168224299065,0.5688410524026962,0.5463787647954998,0.5465750239011912
100,64,100,100,relu,sgd,0.001,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,relu,sgd,0.001,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,relu,sgd,0.001,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,100,relu,adam,0.001,0.0,0.5,0.7219626168224299,0.6042762322730405,0.5842318059299191,0.5897047569178717
200,64,100,100,relu,adam,0.001,0.0,0.5,0.6939252336448598,0.5681902450534264,0.5592698933552092,0.5618283981587853
300,64,100,100,relu,adam,0.001,0.0,0.5,0.7009345794392523,0.5801470588235293,0.570256650650416,0.5734263556233843
100,64,100,100,relu,sgd,0.001,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,100,relu,sgd,0.001,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,100,relu,sgd,0.001,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,100,relu,adam,0.001,0.001,0.5,0.6962616822429907,0.5904558404558404,0.5893003632954412,0.5898569954297508
200,64,100,100,relu,adam,0.001,0.001,0.5,0.7126168224299065,0.6046625572941362,0.5970057424118129,0.6001367209752763
300,64,100,100,relu,adam,0.001,0.001,0.5,0.7149532710280374,0.5661696178937559,0.5416031876245165,0.5398984914704639
100,64,100,200,tanh,sgd,0.1,0.0,0.0,0.7546728971962616,0.6480225988700565,0.5268662838392125,0.4946871310507674
200,64,100,200,tanh,sgd,0.1,0.0,0.0,0.7079439252336449,0.5809908962315476,0.565422477440525,0.5690176018044871
300,64,100,200,tanh,sgd,0.1,0.0,0.0,0.7032710280373832,0.5756750987298538,0.5623168873784132,0.5655100197437309
100,64,100,200,tanh,adam,0.1,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,tanh,adam,0.1,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,tanh,adam,0.1,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,200,tanh,sgd,0.1,0.001,0.0,0.75,0.5770685579196217,0.5047755771709833,0.4462059374811053
200,64,100,200,tanh,sgd,0.1,0.001,0.0,0.7102803738317757,0.5859913793103448,0.5701394585726005,0.5741293532338307
300,64,100,200,tanh,sgd,0.1,0.001,0.0,0.7266355140186916,0.6048250286029905,0.5778448376889722,0.583335413494421
100,64,100,200,tanh,adam,0.1,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,tanh,adam,0.1,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,tanh,adam,0.1,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,200,tanh,sgd,0.01,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,tanh,sgd,0.01,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,tanh,sgd,0.01,0.0,0.0,0.7383177570093458,0.567450495049505,0.5191609047228407,0.492095783004874
100,64,100,200,tanh,adam,0.01,0.0,0.0,0.6962616822429907,0.5629310344827586,0.5513301300832064,0.5535227090354677
200,64,100,200,tanh,adam,0.01,0.0,0.0,0.6425233644859814,0.5354247396048039,0.5377651470760576,0.5360975920770196
300,64,100,200,tanh,adam,0.01,0.0,0.0,0.6799065420560748,0.5622946793159559,0.5594456814719325,0.5606309242815931
100,64,100,200,tanh,sgd,0.01,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,tanh,sgd,0.01,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,tanh,sgd,0.01,0.001,0.0,0.7313084112149533,0.4753026634382567,0.4955174030235556,0.4465620959127452
100,64,100,200,tanh,adam,0.01,0.001,0.0,0.7453271028037384,0.5193417034272141,0.5016699871088715,0.4443478364439787
200,64,100,200,tanh,adam,0.01,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,tanh,adam,0.01,0.001,0.0,0.6985981308411215,0.5042999944155917,0.5022559474979491,0.4866817281677962
100,64,100,200,tanh,sgd,0.001,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,tanh,sgd,0.001,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,tanh,sgd,0.001,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,200,tanh,adam,0.001,0.0,0.0,0.7266355140186916,0.5847798742138365,0.5493671627797961,0.5481443382691319
200,64,100,200,tanh,adam,0.001,0.0,0.0,0.7196261682242991,0.581526529173277,0.5542013359896871,0.5556478405315615
300,64,100,200,tanh,adam,0.001,0.0,0.0,0.7126168224299065,0.5842681775259679,0.5653638814016172,0.569109883364027
100,64,100,200,tanh,sgd,0.001,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,tanh,sgd,0.001,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,tanh,sgd,0.001,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,200,tanh,adam,0.001,0.001,0.0,0.7313084112149533,0.6197997896340357,0.5967713582561819,0.6034961936601281
200,64,100,200,tanh,adam,0.001,0.001,0.0,0.7079439252336449,0.5683460498163174,0.5496015469354272,0.5510803440318859
300,64,100,200,tanh,adam,0.001,0.001,0.0,0.6705607476635514,0.5321232345703981,0.5279210125395524,0.5283801842777764
100,64,100,200,relu,sgd,0.1,0.0,0.0,0.75,0.6160727064548447,0.5237606937771007,0.492052928714826
200,64,100,200,relu,sgd,0.1,0.0,0.0,0.7079439252336449,0.5877036528897274,0.5749150357435837,0.5787899067039326
300,64,100,200,relu,sgd,0.1,0.0,0.0,0.6985981308411215,0.5843685791054212,0.5781964139224188,0.5806311951691923
100,64,100,200,relu,adam,0.1,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,relu,adam,0.1,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,relu,adam,0.1,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,200,relu,sgd,0.1,0.001,0.0,0.7546728971962616,0.6499536607970342,0.5237020977381929,0.4875887939979249
200,64,100,200,relu,sgd,0.1,0.001,0.0,0.7102803738317757,0.5903239202657807,0.5764678307746396,0.5805911174332227
300,64,100,200,relu,sgd,0.1,0.001,0.0,0.7196261682242991,0.5974132775119617,0.5763506386968241,0.5813088988163172
100,64,100,200,relu,adam,0.1,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,relu,adam,0.1,0.001,0.0,0.75,0.3758782201405152,0.4984472049689441,0.42857142857142855
300,64,100,200,relu,adam,0.1,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,200,relu,sgd,0.01,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,relu,sgd,0.01,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,relu,sgd,0.01,0.0,0.0,0.7359813084112149,0.3741092636579573,0.4891304347826087,0.42395693135935403
100,64,100,200,relu,adam,0.01,0.0,0.0,0.7406542056074766,0.6118556988887027,0.5586839329661315,0.5583075335397316
200,64,100,200,relu,adam,0.01,0.0,0.0,0.7429906542056075,0.6186403508771929,0.5634009140982069,0.5645095645095646
300,64,100,200,relu,adam,0.01,0.0,0.0,0.6915887850467289,0.5658422459893049,0.5577170983241533,0.5600959292366151
100,64,100,200,relu,sgd,0.01,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,relu,sgd,0.01,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,relu,sgd,0.01,0.001,0.0,0.7406542056074766,0.3747044917257683,0.4922360248447205,0.425503355704698
100,64,100,200,relu,adam,0.01,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,relu,adam,0.01,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,relu,adam,0.01,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,200,relu,sgd,0.001,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,relu,sgd,0.001,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,relu,sgd,0.001,0.0,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,200,relu,adam,0.001,0.0,0.0,0.7149532710280374,0.5800653594771241,0.5574241181296145,0.559982472107055
200,64,100,200,relu,adam,0.001,0.0,0.0,0.7266355140186916,0.5988768806950625,0.5683522793859135,0.5724932769880906
300,64,100,200,relu,adam,0.001,0.0,0.0,0.7313084112149533,0.6041229284852816,0.5682936833470057,0.5722343411870019
100,64,100,200,relu,sgd,0.001,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,relu,sgd,0.001,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,relu,sgd,0.001,0.001,0.0,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,200,relu,adam,0.001,0.001,0.0,0.7289719626168224,0.6290788152610441,0.6205320520332825,0.624186271838193
200,64,100,200,relu,adam,0.001,0.001,0.0,0.7102803738317757,0.5713235294117647,0.5511543419664829,0.5527690700104493
300,64,100,200,relu,adam,0.001,0.001,0.0,0.6565420560747663,0.5961524901873222,0.6198581975858433,0.5965862822921408
100,64,100,200,tanh,sgd,0.1,0.0,0.5,0.75,0.6182601981726933,0.5269248798781203,0.498812585499316
200,64,100,200,tanh,sgd,0.1,0.0,0.5,0.7032710280373832,0.5780513357778942,0.5654810734794328,0.5688187652205643
300,64,100,200,tanh,sgd,0.1,0.0,0.5,0.6985981308411215,0.575403647150032,0.5655396695183406,0.568518040934987
100,64,100,200,tanh,adam,0.1,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
200,64,100,200,tanh,adam,0.1,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,tanh,adam,0.1,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
100,64,100,200,tanh,sgd,0.1,0.001,0.5,0.75,0.5770685579196217,0.5047755771709833,0.4462059374811053
200,64,100,200,tanh,sgd,0.1,0.001,0.5,0.7172897196261683,0.6004714510214773,0.5842904019688269,0.589189532218018
300,64,100,200,tanh,sgd,0.1,0.001,0.5,0.7219626168224299,0.5963822148577741,0.5715750615258408,0.5762129419302231
100,64,100,200,tanh,adam,0.1,0.001,0.5,0.5887850467289719,0.5043829410026592,0.5052150474627916,0.5004244482173175
200,64,100,200,tanh,adam,0.1,0.001,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
300,64,100,200,tanh,adam,0.1,0.001,0.5,0.75,0.3758782201405152,0.4984472049689441,0.42857142857142855
100,64,100,200,tanh,sgd,0.01,0.0,0.5,0.7523364485981309,0.37616822429906543,0.5,0.4293333333333333
